year,accuracy,f1_macro
2013,0.7595419847328244,0.09915296462381665
2014,0.6027462121212122,0.25600045208572436
2015,0.5908630909353766,0.2746553676194015
2016,0.6136786188579018,0.2966252589820883
2017,0.5840945073681647,0.303207631687674
2018,0.5728884881274421,0.3088135008796839
2019,0.610062893081761,0.29330419970638255
2020,0.6345797129747145,0.2717234151740191
2021,0.662765604249668,0.26478693796976327
2022,0.6234068205304857,0.22524636487022548
