year,accuracy,f1_macro
2013,0.7137404580152672,0.09575012800819253
2014,0.5769412878787878,0.25201053889318314
2015,0.5668642475061443,0.26695252372809536
2016,0.6041168658698539,0.29965061063376025
2017,0.5862866885884789,0.30268864603953094
2018,0.6185752930568079,0.3037563140837438
2019,0.5991439552760307,0.2961863623943215
2020,0.6348725959191643,0.2744215278617913
2021,0.6635956175298805,0.2617446547042098
2022,0.5998105408198415,0.2154546755195697
